bookID,average_rating,ratings_count
759,4.19,6132
762,3.96,7210
763,4.06,128
764,3.98,3958
765,3.98,390
766,3.59,5065
771,4.07,32578
775,4.38,32
787,3.75,1
792,4.03,38
793,4.09,9
794,4.03,7
797,4.03,0
799,0,0
815,3.87,6560
816,4.25,80225
820,4.13,5
821,4.11,5
822,4.25,18790
823,3.93,29981
824,3.61,2391
825,3.71,14508
826,3.25,4545
827,4.19,68751
828,3.67,4572
829,4.2,1505
830,4.03,187493
831,4.03,194
834,4.15,1413
835,4.23,1855
840,4.19,15854
841,3.94,3536
842,4.19,258
848,4.26,48
864,3.85,814
865,3.85,1592632
866,4.57,8568
868,4.56,15748
869,4.57,9621
870,4.49,103978
871,4.55,9920
872,3.85,236
873,4.52,14101
874,4.28,1213
880,3.81,25729
888,3.59,1124
890,3.86,1654353
899,3.86,2088
900,3.74,19305
902,4.02,134362
903,3.82,29160
929,4.1,211763
930,4.1,1301305
931,4.1,2075
932,4.08,142
933,4.1,3883
935,3.93,1438
936,4.1,24
941,3.44,9
944,3.37,57
947,3.74,31
955,4.71,20
960,3.88,2279854
965,3.88,197
966,3.88,65
968,3.82,1588890
969,3.82,1109
972,3.82,347
975,3.7,4864
976,3.7,511233
977,3.7,3213
980,3.7,60
981,3.7,43
983,3.7,87
987,4.04,440
991,3.82,36
998,4.02,56189
1005,4.18,88437
1007,4.18,44
1014,3.57,170
1022,3.95,249
1032,3.65,11727
1052,4.25,67697
1053,4.25,78
1059,4.22,9001
1067,4.07,158126
1068,4.21,1269
1073,3.6,32
1077,3.73,282
1078,3.98,195372
1083,3.98,54
1090,3.92,26
1093,3.92,20
1097,3.74,187311
1099,3.74,793
1103,4.07,296789
1110,3.78,70174
1111,4.5,9845
1117,3.73,27
1120,3.73,3806
1121,3.63,398
1123,3.95,788
1130,4.12,218
1138,4.05,36
1164,3.16,25
1167,3.98,10723
1169,3.66,3250
1171,4.15,22710
1177,3.31,13
1191,3.96,13866
1192,3.95,38550
1193,4.09,8719
1196,4.1,3586
1197,4.05,1376
1198,3.92,270
1202,3.96,589427
1204,3.96,185
1206,3.96,94
1207,3.96,75
1217,3.93,19
1218,4.25,179
1226,3.9,4242
1227,3.9,52
1230,3.9,165
1232,4.26,306069
1234,3.48,101
1239,3.48,1
1241,3.63,195863
1242,3.55,42
1243,3.4,200
1246,4.04,865
1252,4.13,5000
1255,3.68,55
1259,3.95,14
1265,3.72,1755
1274,3.54,126108
1276,3.54,18
1277,3.54,1057
1280,3.54,100
1281,3.54,41
1290,3.77,80
1295,4.04,183361
1296,4.04,471
1297,4.43,611
1298,4.56,0
1301,4.26,78308
1302,0,0
1303,4.19,52500
1305,4.41,20649
1306,4.41,316
1307,4.06,15900
1312,3.58,143
1315,3.96,2884
1317,3.89,3285
1318,3.75,2083
1319,4.02,46883
1320,3.74,14
1322,3.88,79
1326,4.12,216
1327,3.91,27
1328,3.91,227
1330,4.36,998
1331,4.31,16
1332,4.87,15
1334,4.47,14
1337,4.48,25
1338,4.05,146
1342,4.41,15
1351,3.84,25
1354,3.95,7840
1356,4.39,426
1362,3.98,32923
1363,3.98,223
1364,3.98,2
1365,3.98,265
1366,3.98,134
1367,3.98,38
1368,3.98,125
1369,3.98,36
1371,3.85,275201
1373,3.85,995
1374,3.85,664
1375,4.03,53185
1376,3.85,1844
1377,3.85,151
1378,3.95,197
1381,3.75,730272
1382,3.75,1650
1383,3.75,1100
1384,3.75,2405
1387,3.75,252
1391,4.34,65
1402,4.31,368
1403,4.14,66
1405,3.82,237
1408,3.9,52
1414,4.55,3702
1417,4.59,559
1419,4.49,62
1420,4.01,577429
1421,4.62,488
1423,4.46,7970
1424,3.65,878
1425,3.31,696
1426,3.7,21578
1427,3.57,56713
1428,3.57,68403
1429,3.62,749
1430,3.69,114826
1431,3.7,126224
1433,4.01,1605
1437,3.68,65
1438,4.04,98
1439,4.27,458
1440,4.3,191
1441,3.72,567
1444,4.34,36
1445,3.89,151
1449,3.89,24
1459,4.28,33
1461,4.5,2
1462,4.03,4482
1463,4.21,3313
1465,4.21,546
1466,4.39,593
1467,4.17,1430
1468,3.98,535
1470,4.33,734
1473,4.03,8994
1474,4.21,58
1475,3.85,199
1476,4.13,153
1479,3.86,146
1480,3.78,9
1486,3.56,31
1488,3.85,108
1489,4.07,146
1494,3.83,1824
1495,4.47,30
1498,3.69,5
1499,3.85,339
1504,3.88,17
1506,4.2,5
1509,3.97,27
1511,4.02,12
1515,4.48,46
1516,4.01,688
1517,4.1,382
1518,4.01,76
1519,4.01,27759
1521,4.01,286
1523,4.1,4075
1525,4.01,211
1526,4.01,12
1527,4.11,75
1529,4.03,28
1530,4.01,61
1531,4.1,12
1532,4.01,87
1533,4.1,1
1536,4.14,4952
1537,3.97,529
1538,4.27,2856
1540,3.97,44470
1542,3.97,2825
1543,4.49,104
1546,3.97,102
1547,3.97,53
1548,4.14,132
1549,3.94,13060
1554,3.69,134960
1555,3.97,8
1558,3.69,209
1559,3.69,706
1560,4.06,5986
1561,3.92,93
1562,4.21,1954
1563,3.83,4
1566,3.76,1
1567,3.96,3723
1568,3.42,23
1571,3.76,13
1572,4.12,68
1573,4.13,1241
1576,3.95,372
1577,4.03,14
1579,4.19,57
1584,2.33,3
1585,4.07,14
1586,3.85,19
1590,3.58,243
1591,3.85,29881
1592,3.79,39
1595,4.33,5
1617,4.32,834287
1618,3.87,991627
1620,3.63,3941
1622,3.94,371813
1624,4.19,23110
1625,3.98,133832
1627,3.94,23424
1629,3.99,466
1633,3.99,95950
1635,3.86,21120
1642,4.16,210
1643,4.12,301
1645,3.75,66
1646,3.96,1188
1654,3.75,1003
1658,2.95,0
1664,3.5,0
1667,4.05,405
1677,4.27,6294
1681,3.91,138
1684,3.92,99
1685,4.04,251
1686,4.27,1557
1692,3.83,0
1693,4.01,2213
1698,3.91,73
1702,3.53,257
1703,3.74,219
1707,3.94,26
1709,4.06,2428
1710,4.06,10
1713,4.05,685
1715,4.05,46550
1717,4.23,174
1718,4.05,27
1720,4.25,220
1721,4.3,31
1722,4.38,76
1725,4.02,93
1728,4.12,412
1729,4.57,60
1730,4.42,757
1731,4.08,12
1744,3.67,6
1750,4.62,12
1752,3.63,33
1761,3.63,254
1771,4.07,14
1772,3.45,241
1796,3.85,22
1800,3.76,120
1801,4.04,27
1804,3.4,10
1805,3.75,11
1814,3.41,1395
1815,4.06,2700
1817,4.06,46
1823,3.95,11066
1824,3.6,9956
1839,4.02,4269
1841,4.02,175
1842,4.02,215744
1843,3.87,603
1845,3.97,754275
1846,3.92,55195
1848,4.25,69142
1849,4,20270
1850,3.78,2403
1852,3.85,255627
1853,4.17,4372
1856,2.67,9
1869,3.62,163279
1875,4.04,14218
1877,4.04,14
1878,4.07,2827
1879,4.04,286
1883,4.07,47
1886,4.25,11552
1887,4.43,3860
1888,4.25,2369
1889,4.25,1779
1891,4.25,1131
1893,4.25,1563
1894,3.99,7271
1896,3.72,315
1898,4.15,327791
1899,3.99,44
1902,4,1836
1911,3.68,85459
1914,3.68,36
1925,4.02,41
1931,3.65,260
1934,4.06,1402458
1935,4.06,1319
1936,4.06,422
1937,4.06,151
1946,4.31,2949
1947,4.06,74
1952,3.83,901
1953,3.83,693045
1954,3.49,35
1955,3.83,128
1957,3.83,1255
1958,3.87,9
1959,3.83,709
1960,3.83,37
1970,3.88,22
1972,4.16,9180
1973,3.29,7
1976,4.21,1404
1982,4.29,31
1984,4.01,1223
1985,3.98,352
1987,3.85,4749
1988,3.81,524
1990,3.83,12722
1991,3.71,4256
1993,4.05,57
1995,3.93,66
1999,3.79,118
2000,3.99,4184
2002,4.4,11459
2004,3.57,74
2005,4.56,1173
2010,3.65,1561
2011,3.81,6022
2015,3.43,1437
2016,4.16,1859
2019,2.67,3
2022,3.8,3
2025,3.85,76
2026,3.75,3
2028,3.78,51
2034,5,0
2043,3.43,7
2045,4.47,1077
2046,4.49,1296
2048,4.45,224
2049,4.08,12648
2050,4.15,24015
2051,4.16,4794
2052,4.01,97885
2054,4.22,25244
2056,3.6,947
2058,3.98,247
2059,4.22,9
2067,3.89,9703
2068,4.04,12663
2069,3.88,6393
2071,3.83,2267
2074,3.82,1516
2077,3.76,20
2078,3.92,474
2081,4.14,4715
2093,4.16,750
2094,4.21,22855
2095,4.15,27792
2096,4.06,1650
2099,4.28,1383
2100,3.93,241
2102,4.04,648
2103,4.09,945
2104,3.83,4641
2109,4.12,361
2112,3.96,406
2113,3.95,307
2122,3.86,264209
2123,4.24,67
2126,3.08,30
2127,4.22,1341
2131,3.93,1533
2136,3.58,4380
2137,3.9,14277
2140,3.92,4089
2142,4.17,12968
2143,3.92,65
2144,4.4,158
2151,4.55,298
2152,3.08,56434
2153,4.55,264
2155,4.15,2211
2156,4.13,421344
2157,3.78,1415
2165,3.76,628067
2166,3.76,359
2167,2.83,4
2168,3.76,1160
2169,3.76,761
2175,3.66,183254
2176,3.66,8925
2178,3.63,358
2179,3.83,104
2180,3.66,468
2182,3.71,3050
2183,3.83,13081
2186,3.8,5
2187,3.99,526111
2199,4.28,125020
2201,4.28,89
2203,4.06,264047
2204,3.5,20
2205,4.17,267
2211,4.11,56
2218,3.62,9
2219,3.63,36
2222,4,4666
2226,4.16,140
2227,4.08,186
2228,3.77,112
2236,3.64,55
2249,4.09,2419
2250,4.22,1685
2253,3.9,328
2255,4.14,38159
2257,4.18,152
2265,3.72,34588
2267,3.67,354
2279,4.11,69904
2281,4.2,3842
2282,3.89,5607
2283,3.58,556
2285,3.72,592
2287,3.81,10212
2289,4.07,529
2296,3.96,2685
2299,4.07,1771
2300,4.16,1640
2304,4.06,46
2305,3.89,2687
2306,4.3,427
2307,4.28,53
2309,4.2,65
2314,3.95,743
2315,4.09,40
2319,3.68,34
2322,3.93,3924
2326,3.98,56
2327,4.14,4541
2329,4.38,230
2330,3.97,4635
2331,4.49,233
2333,3.84,5221
2338,3.8,2627
2340,4.07,2203
2343,4.01,3767
2353,3.61,18
2367,3.98,3166
2368,4.12,21832
2370,4.06,1785
2371,4.1,13806
2372,4.19,11534
2373,4.19,132188
2374,4.19,222
2378,4.19,26
2386,3.49,66
2388,3.72,155
2389,3.49,8872
2390,3.49,1165
2400,3.61,50
2404,3.85,38
2405,4.15,12
2407,3.84,21
2409,3.85,6
2410,3.49,2
2411,3.33,0
2412,4.28,16
2418,4.16,278
2423,3.91,2686
2430,3.96,12329
2442,4.23,55253
2443,3.86,8540
2445,3.59,36
2452,3,1
2473,4.03,33
2486,3.76,249
2491,4.5,15
2493,3.88,320900
2494,3.88,2864
2495,3.88,359
2498,3.84,1448
2499,3.49,56
2501,3.88,263
2504,4.14,867
2506,3.98,77
2508,3.42,820
2519,4.12,1323
2520,4.35,7501
2521,4.15,2470
2526,4.11,106162
2527,4.28,788
2528,3.89,10634
2529,3.89,3138
2530,3.91,5950
2531,3.83,7390
2535,3.8,305
2536,4.03,3618
2538,3.88,1106
2539,3.79,1544
2541,3.83,742
2542,3.8,324
2543,3.99,2425
2545,4.42,1407
2547,4.23,167189
2549,4.03,2035
2551,3.63,480
2552,3.63,5218
2557,4.11,2664
2560,5,1
2567,3.92,1213
2568,3.56,320
2570,3.8,1103
2581,3.83,3541
2584,3.96,52
2586,3.84,120
2595,4.1,870
2612,3.95,589855
2613,3.99,4504
2615,3.99,28568
2619,3.76,13291
2623,3.76,523790
2626,3.76,563
2646,3.81,107
2654,4.27,10005
2655,4.27,653
2660,4.27,6334
2661,4.27,250
2666,3.84,57301
2673,4.02,61
2674,4.02,6837
2677,4.05,13312
2678,3.79,2001
2680,4.75,4
2685,3.7,27
2686,3.59,84
2687,4.25,24
2688,4.68,25
2692,4.23,188
2693,4.04,137
2696,3.49,161011
2698,3.49,249
2701,3.49,765
2702,3.75,69
2705,4.01,83
2706,3.58,67
2710,3.49,35
2711,4.18,7643
2713,3.86,71
2715,3.74,46854
2718,4.21,1054
2719,3.51,4182
2722,4.1,813
2723,3.73,8884
2725,4.29,8748
2727,4.46,37
2731,4.47,15
2735,3.83,586
2743,4.09,50499
2744,4.02,153485
2745,3.82,1355
2748,3.88,20391
2749,3.88,436
2751,3.88,369
2753,3.85,798
2756,3,2
2761,4.17,5894
2767,4.08,156036
2768,4.08,38
2770,4,22
2778,3.99,648
2781,4,197
2784,3.78,177890
2785,3.89,76
2794,3.7,54061
2802,4.09,6196
2804,4.08,694
2810,3.93,433
2811,3.76,3882
2813,4.35,165
2814,4.13,457
2817,3.99,228
2819,4.21,4985
2820,4.02,365
2821,4,819
2822,3.98,32
2823,3.98,9522
2833,4,0
2834,3.79,3671
2835,3.79,3
2836,3.99,1764
2839,3.99,362535
2842,3.99,100
2843,5,4
2846,3.84,10
2847,3.76,1954
2848,3.76,108
2851,4.26,97
2855,4.26,1653
2860,3.44,37
2864,3.87,1134
2865,3.87,537907
2866,3.87,1854
2868,3.92,26
2871,3.36,10584
2872,3.57,19784
2873,3.66,25334
2874,3.68,303
2875,3.57,5
2877,3.58,40
2879,4.42,19266
2880,4.22,136795
2881,4.38,10019
2882,4.36,8584
2883,4.36,7914
2885,4.43,223
2886,4.39,451
2887,4.43,396
2891,3.25,1
2893,3.25,3
2895,4.02,1095
2896,4.02,8579
2898,3.57,21
2899,3.68,5832
2900,3.85,1974
2906,4.22,37
2907,4.22,51
2910,3.7,221
2912,3.7,112
2917,3.93,1139
2920,4.43,538
2921,3.88,24
2923,4.25,5128
2928,4.01,65
2932,3.67,198677
2933,3.67,1415
2934,3.67,547
2936,3.67,70
2937,3.67,200
2940,3.67,311
2942,3.79,545
2949,3.85,5
2952,3.59,236
2953,4.06,32
2956,3.81,1022438
2958,3.81,142
2960,3.81,671
2962,3.81,181
2965,4.2,934
2967,3.86,494
2968,4.28,5618
2971,4.05,2746
2973,4.39,199
2975,4.28,5241
2977,4.28,11
2978,3.92,11794
2988,3.95,679
2989,3.76,1019
2997,3.68,1718
2998,4.13,725384
3003,4.13,1709
3004,4.3,1346
3006,4.13,512
3008,4.19,232387
3014,4.28,142
3023,4.31,5357
3025,4.31,307
3040,4.36,2282
3041,4.14,1466
3042,4.38,720
3047,4.32,1668
3048,3.97,1240
3051,3.89,58
3053,4.44,22
3055,4.44,466
3056,4.37,200
3061,3.88,36530
3065,4.12,568
3066,3.95,8394
3067,4.25,675
3068,3.88,7880
3070,4,4
3072,3.66,633
3075,3.59,63
3084,3.89,0
3087,3.9,120061
3088,4.1,2319
3100,3.52,6
3101,3.48,1587
3102,3.96,54709
3103,4.01,20440
3104,4.11,133
3105,3.96,367
3107,3.58,2636
3109,4.18,147893
3110,3.98,35231
3113,3.97,3167
3117,4.11,1818
3119,4.21,1892
3120,4.19,2024
3130,4.25,8
3140,4.33,8401
3142,4.33,237
3143,4.14,234
3144,4.16,12
3145,4.15,6
3146,4.1,185
3147,4.33,61
3149,4.08,10
3150,4.1,219
3152,4.1,20
3153,4.1,3
3154,4.06,8
3155,4.25,112
3156,4.09,138
3162,4.43,5
3167,4,1
3178,3.91,7
3207,4.14,112
3224,4.22,9
3231,3.74,30
3232,4.57,14
3248,3.76,98
3254,3.87,4220
3258,4.28,315
3273,4.16,85887
3280,4.1,558
3283,3.56,26
3290,3.96,422
3291,3.97,12501
3293,3.97,9
3294,3.97,23
3298,3.76,964
3299,3.97,1443
3300,3.92,14871
3301,4.22,584
3302,3.71,451
3303,3.84,1061
3304,3.7,17247
3311,3.41,2265
3312,3.9,57
3316,4.33,9
3323,4.1,6
3325,4.03,13
3340,4.06,350
3341,3.99,724
3343,3.15,182
3344,3.9,923
3345,3.78,1933
3346,3.87,45
3347,3.84,3259
3348,3.9,127
3351,0,0
3357,4.47,84
3359,4.27,841
3368,4.24,7623
3378,3.73,21537
3384,3.61,15469
3388,3.97,61387
3402,3.38,1026
3403,3.67,1049
3404,3.93,129
3409,4.13,90
3413,4.23,516
3414,4.23,71
3416,4.36,5825
3417,4.24,5277
3418,3.5,1139
3419,3.67,40
3420,3.94,3394
3421,4.28,4186
3422,4.1,294
3424,4.29,9397
3425,3.81,150
3426,3.66,22
3431,3.92,494652
3437,3.87,15608
3438,3.87,5903
3439,3.87,33
3444,3.3,937
3445,3.95,7478
3446,3.9,10041
3447,3.78,14031
3449,3.44,928
3462,4.1,151617
3463,4.03,123319
3464,3.8,66639
3465,4.02,35997
3466,3.98,124127
3467,3.66,44751
3468,4.15,28
3469,3.83,1570
3471,3.96,2714
3473,4.16,555926
3476,3.69,36759
3478,3.96,197377
3479,3.98,1951
3483,3.71,31644
3491,4.08,78
3493,3.52,752
3507,4.14,79641
3509,3.86,2794
3510,4.07,301
3513,3.79,53
3516,3.74,41
3517,4.14,19
3519,3.55,56
3520,3.47,24
3525,4.06,592
3529,4.58,571
3530,4.09,696
3531,4.07,359
3532,3.79,5551
3536,3.4,895
3544,2.33,2
3545,3.73,13
3551,3.4,5
3554,3.5,4
3557,3.9,114
3559,4.11,8796
3562,4.1,37417
3564,4.25,180
3566,3.84,905
3574,4.22,61
3577,3.89,3614
3579,4.43,95486
3580,3.9,5869
3581,4.47,23814
3582,4.63,1396
3583,4.54,2189
3584,4.22,1989
3585,3.98,17
3587,4.26,27
3588,4.31,811
3595,4.18,120
3597,4.33,2135
3600,4.49,946
3603,3.77,113
3604,3.77,867
3631,3.35,916
3635,4.25,4725
3636,4.12,1464909
3638,3.83,2117
3640,4.12,1668
3645,4.16,146
3649,3.56,1384
3650,3.4,384
3651,3.17,481
3656,3.51,18513
3657,3.51,576
3658,3.96,9
3659,3.71,3092
3660,3.65,379
3661,3.65,569
3664,3.65,936
3665,3.63,33
3667,3.83,210
3679,3.72,51261
3682,3.79,184607
3683,3.28,556
3684,3.37,130
3685,3.95,200260
3686,3.94,29983
3687,4.1,166
3688,4.16,1106
3689,3.97,169
3690,3.99,24309
3692,3.99,21116
3693,3.46,1930
3695,3.61,1099
3698,3.97,35497
3701,3.97,287
3705,3.76,1243
3707,3.72,2769
3710,3.15,9202
3711,3.76,96220
3713,3.76,164
3714,3.76,33
3717,3.57,18175
3718,3.57,318
3726,3.89,14
3731,4.02,401
3732,3.82,11
3733,4.2,1014
3734,4.19,332
3736,3.61,522
3737,4,454
3738,3.61,646
3739,4.09,16
3740,4.09,34
3741,3.95,247
3743,3.83,1316
3744,3.76,1
3750,3.73,13742
3751,4.3,53
3754,3.98,0
3755,3.73,40
3757,3.77,11860
3758,3.74,45482
3759,3.81,14712
3760,3.6,11597
3761,3.75,9031
3762,3.96,13606
3763,3.63,16198
3764,3.89,21715
3765,3.55,4801
3766,3.63,7407
3768,3.78,561
3769,3.93,1295
3770,3.92,23
3774,3.68,416
3775,3.95,748
3776,4.07,206
3782,4.02,4388
3784,4,1331
3787,3.64,417
3791,4.27,338
3797,4.28,871
3798,3.94,352
3799,4,1369
3801,3.98,489
3803,3.83,9
3804,4.13,5
3805,3.79,128702
3806,3.93,1071
3815,3.91,6523
3818,3.67,61
3820,3.75,367
3822,3.67,222
3825,3.92,9511
3826,3.81,10330
3827,3.94,8969
3828,3.99,7815
3829,3.82,40
3830,4.02,9799
3831,3.94,479
3832,3.94,25497
3833,4,13447
3834,3.69,3670
3835,3.87,4745
3836,3.87,150559
3837,3.87,70
3840,3.87,390
3841,3.9,264
3842,3.64,20
3848,4,39
3849,4.19,1827
3850,3.84,674
3851,4.18,1983
3852,4.12,3524
3853,3.55,6033
3858,3.53,14943
3859,4.01,285
3867,3.92,107024
3869,4.16,214520
3870,4.2,342
3871,4.02,1547
3872,3.76,13105
3873,3.87,37412
3874,3.82,1599
3875,3.82,291
3880,3.67,57
3886,4.06,1770
3895,4.15,27422
3900,3.5,232
3914,3.86,719
3916,3.7,3
3918,2.87,5
3921,3.46,2122
3936,4.37,107
3938,4.23,168
3939,4.2,230
3940,3.42,223
3942,4.42,171
3943,4.42,2490
3961,4.2,6
3964,4.2,27
3965,4.2,21
3966,4.42,128
3967,4.43,21
3968,4.16,28
3969,4.23,46
3970,4.39,23
3971,4.2,18
3972,3.94,12846
3973,4.02,21270
3974,4.05,28640
3975,3.75,923
3976,3.83,736
3977,4.16,36216
3978,3.59,5835
3980,4.15,154761
3985,4.17,161137
3986,3.46,1071
3997,4.25,1070
4004,3.65,31993
4005,3.62,28658
4006,3.31,16151
4008,3.6,46113
4009,4.19,110786
4010,3.99,824
4012,4.5,4
4014,3.95,50
4021,3.82,196
4023,3.82,835
4025,3.89,131
4030,3.89,10
4031,3.62,19185
4035,4.06,31413
4042,3.31,2681
4043,3.6,4097
4050,3.54,12
4055,4,4122
4060,3.82,127
4066,4.11,36
4069,4.36,242691
4070,4.36,367
4075,4.09,3654
4099,4.31,11558
4100,3.96,776
4106,4.41,61
4108,3.93,37
4117,3.9,1729
4119,3.84,583
4120,3.73,2
4122,3.98,49529
4127,3.92,2
4135,3.87,36756
4136,3.93,90802
4137,3.98,546269
4138,4.09,216173
4140,3.69,6299
4143,3.79,47078
4144,3.88,502
4162,3.71,78
4165,3.86,20
4167,4.15,205
4191,4,5454
4195,3.7,24
4199,4.29,1371
4200,3.76,3859
4204,3.76,78
4207,3.76,1239
4208,3.75,97
4216,3.9,6
4218,4.26,767
4221,2.98,31
4223,3.82,3628
4224,3.88,280
4227,3.88,1155
4229,4,200
4232,3.71,59
4238,4.1,173
4241,3.83,699
4246,3.82,71
4248,3.82,13789
4249,3.82,90
4250,3.82,3098
4251,3.63,516
4256,4.55,3116
4259,3.88,2597
4260,3.73,6741
4261,3.56,9836
4263,3.69,385
4264,3.73,27781
4267,3.94,802
4271,3.8,106510
4273,3.8,790
4277,3.61,434
4278,3.73,5506
4280,3.73,38
4281,4.37,32
4287,5,2
4294,3.99,29
4295,3.8,853
4300,4.1,312
4301,4.1,190
4303,4.1,632
4305,3.35,152
4309,3.29,106
4310,3.35,6
4314,3.81,876
4315,3.55,125
4325,3.91,68328
4326,4.02,320
4329,3.98,96
4331,3.9,1275
4332,4,331
4337,4,2153
4338,3.96,7014
4339,4.23,12590
4341,3.61,1259
4346,4.2,3443
4352,3.51,54
4359,4.12,24
4360,4.28,1402
4362,4.11,614
4364,3.92,8793
4370,3.96,4541
4372,4.13,3365
4373,4.33,24052
4381,3.98,690801
4382,3.98,471
4389,3.59,822
4390,3.78,4367
4392,3.98,4702
4393,4.06,461
4394,4.01,822
4397,3.95,6775
4398,3.74,29
4399,3.95,36
4400,3.95,1940
4403,3.95,137
4404,4.11,1207
4405,3.79,1788
4406,4.37,358668
4407,4.11,382229
4408,4.37,3791
4411,3.96,88
4412,4.11,264
4414,3.95,22
4415,4.37,78
4417,4.19,598
4418,3.22,9
4424,4.07,7695
4434,3.55,175
4435,4.02,1154
4436,3.71,668
4451,3.98,6001
4454,4.05,1238
4465,4.26,2516
4470,4.19,22
4472,4.23,1054
4473,4.23,246360
4477,4.26,31112
4479,3.87,104
4485,3.86,3896
4486,3.76,2852
4487,3.56,957
4488,3.48,1083
4503,3.56,117
4515,3.77,4859
4516,4.01,24148
4518,3.69,23
4519,3.9,3533
4520,3.69,3486
4524,4.26,1238
